Id,SalePrice
1666,147000.0
1667,403000.0
1668,394432.0
1669,266000.0
1670,370878.0
1671,260400.0
1672,386250.0
1673,255900.0
1674,227000.0
1675,194700.0
1676,196000.0
1677,200141.0
1678,386250.0
1679,268000.0
1680,367294.0
1681,277500.0
1682,283463.0
1683,171750.0
1684,179540.0
1685,183200.0
1686,160200.0
1687,180000.0
1688,192500.0
1689,192500.0
1690,180000.0
1691,180000.0
1692,255000.0
1693,180000.0
1694,183200.0
1695,180000.0
1696,226000.0
1697,234000.0
1698,276000.0
1699,350000.0
1700,228000.0
1701,258000.0
1702,245350.0
1703,295493.0
1704,297000.0
1705,392000.0
1706,380000.0
1707,182000.0
1708,227680.0
1709,315500.0
1710,202500.0
1711,239900.0
1712,245350.0
1713,220000.0
1714,214000.0
1715,179600.0
1716,199900.0
1717,206000.0
1718,153337.0
1719,224900.0
1720,212000.0
1721,184900.0
1722,147000.0
1723,155000.0
1724,182000.0
1725,228500.0
1726,193500.0
1727,181000.0
1728,179400.0
1729,156932.0
1730,193500.0
1731,128500.0
1732,129900.0
1733,112500.0
1734,129500.0
1735,115000.0
1736,120000.0
1737,402000.0
1738,231500.0
1739,260000.0
1740,193500.0
1741,185000.0
1742,176000.0
1743,183900.0
1744,275000.0
1745,260000.0
1746,345000.0
1747,225000.0
1748,158000.0
1749,161500.0
1750,157900.0
1751,205000.0
1752,129900.0
1753,167000.0
1754,190000.0
1755,164500.0
1756,107900.0
1757,130000.0
1758,153000.0
1759,168000.0
1760,179900.0
1761,143000.0
1762,170000.0
1763,153000.0
1764,114500.0
1765,173000.0
1766,180500.0
1767,157500.0
1768,135000.0
1769,201800.0
1770,118000.0
1771,155000.0
1772,153500.0
1773,150000.0
1774,125000.0
1775,139400.0
1776,110000.0
1777,115000.0
1778,134500.0
1779,141000.0
1780,178000.0
1781,125000.0
1782,100000.0
1783,141000.0
1784,90000.0
1785,119200.0
1786,218000.0
1787,140000.0
1788,60000.0
1789,135000.0
1790,113000.0
1791,151400.0
1792,167000.0
1793,156000.0
1794,137500.0
1795,135000.0
1796,110000.0
1797,122900.0
1798,139000.0
1799,109000.0
1800,120000.0
1801,166000.0
1802,140000.0
1803,140000.0
1804,135960.0
1805,124500.0
1806,127000.0
1807,128000.0
1808,110000.0
1809,135000.0
1810,197500.0
1811,139000.0
1812,113000.0
1813,125500.0
1814,110000.0
1815,60000.0
1816,79500.0
1817,95000.0
1818,129500.0
1819,114504.0
1820,129500.0
1821,135000.0
1822,140000.0
1823,113000.0
1824,115000.0
1825,146500.0
1826,78000.0
1827,102000.0
1828,175000.0
1829,120000.0
1830,136500.0
1831,159500.0
1832,160000.0
1833,188700.0
1834,159500.0
1835,155000.0
1836,156500.0
1837,108500.0
1838,161750.0
1839,84500.0
1840,179000.0
1841,179000.0
1842,79500.0
1843,145000.0
1844,149000.0
1845,197500.0
1846,160000.0
1847,115000.0
1848,35311.0
1849,98000.0
1850,128000.0
1851,113000.0
1852,150000.0
1853,138500.0
1854,184900.0
1855,137500.0
1856,239000.0
1857,169000.0
1858,142953.0
1859,118858.0
1860,153337.0
1861,118858.0
1862,263000.0
1863,263000.0
1864,263000.0
1865,315500.0
1866,394432.0
1867,244600.0
1868,306000.0
1869,194500.0
1870,210000.0
1871,212000.0
1872,156932.0
1873,239000.0
1874,122000.0
1875,180500.0
1876,201000.0
1877,191000.0
1878,221000.0
1879,133500.0
1880,122000.0
1881,221500.0
1882,258000.0
1883,208500.0
1884,230000.0
1885,201000.0
1886,319000.0
1887,189000.0
1888,235128.0
1889,156932.0
1890,175000.0
1891,148000.0
1892,110000.0
1893,125000.0
1894,119000.0
1895,139900.0
1896,105000.0
1897,115000.0
1898,78000.0
1899,128000.0
1900,145000.0
1901,197500.0
1902,98600.0
1903,266500.0
1904,141000.0
1905,163500.0
1906,140000.0
1907,197900.0
1908,124000.0
1909,124000.0
1910,124000.0
1911,190000.0
1912,180000.0
1913,90000.0
1914,113000.0
1915,392500.0
1916,81000.0
1917,228500.0
1918,136500.0
1919,180000.0
1920,167500.0
1921,378500.0
1922,315500.0
1923,158000.0
1924,275000.0
1925,222500.0
1926,374000.0
1927,129500.0
1928,153900.0
1929,124900.0
1930,142000.0
1931,140000.0
1932,106000.0
1933,170000.0
1934,181000.0
1935,185000.0
1936,181000.0
1937,230000.0
1938,167500.0
1939,324000.0
1940,220000.0
1941,181000.0
1942,231500.0
1943,180000.0
1944,317000.0
1945,326000.0
1946,157500.0
1947,318061.0
1948,157500.0
1949,240000.0
1950,178000.0
1951,171000.0
1952,260400.0
1953,165000.0
1954,205000.0
1955,145000.0
1956,250000.0
1957,185000.0
1958,267000.0
1959,152000.0
1960,107900.0
1961,129500.0
1962,100000.0
1963,85000.0
1964,119500.0
1965,148500.0
1966,132000.0
1967,256300.0
1968,278000.0
1969,377426.0
1970,378500.0
1971,325000.0
1972,342643.0
1973,275500.0
1974,317000.0
1975,501837.0
1976,239000.0
1977,403000.0
1978,403000.0
1979,370878.0
1980,185850.0
1981,374000.0
1982,202500.0
1983,202500.0
1984,154000.0
1985,206300.0
1986,206300.0
1987,172500.0
1988,185000.0
1989,200100.0
1990,215000.0
1991,200141.0
1992,231500.0
1993,180000.0
1994,260000.0
1995,180000.0
1996,240000.0
1997,313000.0
1998,440000.0
1999,239000.0
2000,290000.0
2001,228000.0
2002,227000.0
2003,230000.0
2004,275000.0
2005,201000.0
2006,202500.0
2007,306000.0
2008,199900.0
2009,200000.0
2010,176500.0
2011,169990.0
2012,206000.0
2013,173000.0
2014,181000.0
2015,176500.0
2016,200500.0
2017,214900.0
2018,128500.0
2019,112500.0
2020,100000.0
2021,130000.0
2022,157500.0
2023,197500.0
2024,200000.0
2025,555000.0
2026,167240.0
2027,143750.0
2028,146000.0
2029,151000.0
2030,277500.0
2031,277500.0
2032,277500.0
2033,277500.0
2034,160000.0
2035,197900.0
2036,172500.0
2037,172500.0
2038,342643.0
2039,189000.0
2040,475000.0
2041,392000.0
2042,231500.0
2043,154000.0
2044,127500.0
2045,275000.0
2046,125000.0
2047,159434.0
2048,129500.0
2049,142600.0
2050,201800.0
2051,119000.0
2052,160000.0
2053,147000.0
2054,80000.0
2055,117000.0
2056,120000.0
2057,109000.0
2058,211000.0
2059,150000.0
2060,93000.0
2061,180500.0
2062,135000.0
2063,128200.0
2064,109000.0
2065,144000.0
2066,257500.0
2067,115000.0
2068,125000.0
2069,84900.0
2070,101000.0
2071,80000.0
2072,170000.0
2073,134000.0
2074,167000.0
2075,171000.0
2076,115000.0
2077,154000.0
2078,133000.0
2079,122900.0
2080,123500.0
2081,158000.0
2082,136000.0
2083,141500.0
2084,62383.0
2085,147000.0
2086,134000.0
2087,105000.0
2088,117000.0
2089,110500.0
2090,113000.0
2091,113000.0
2092,117000.0
2093,175000.0
2094,130000.0
2095,205000.0
2096,104900.0
2097,87000.0
2098,170000.0
2099,35311.0
2100,166000.0
2101,95000.0
2102,135000.0
2103,81000.0
2104,160000.0
2105,125000.0
2106,105000.0
2107,265979.0
2108,118000.0
2109,107900.0
2110,110500.0
2111,145000.0
2112,149000.0
2113,110000.0
2114,154900.0
2115,140200.0
2116,120000.0
2117,140000.0
2118,105000.0
2119,67000.0
2120,78000.0
2121,85000.0
2122,40000.0
2123,118500.0
2124,250000.0
2125,107500.0
2126,140000.0
2127,133900.0
2128,135000.0
2129,88000.0
2130,132500.0
2131,165000.0
2132,116000.0
2133,85000.0
2134,76000.0
2135,110000.0
2136,67000.0
2137,118400.0
2138,125000.0
2139,159950.0
2140,134500.0
2141,151000.0
2142,154000.0
2143,144000.0
2144,119200.0
2145,108000.0
2146,110000.0
2147,170000.0
2148,122900.0
2149,149900.0
2150,289000.0
2151,116900.0
2152,175000.0
2153,175000.0
2154,116500.0
2155,105000.0
2156,200000.0
2157,214000.0
2158,277000.0
2159,228500.0
2160,165000.0
2161,227000.0
2162,385000.0
2163,394432.0
2164,202500.0
2165,185000.0
2166,138000.0
2167,226000.0
2168,207500.0
2169,185000.0
2170,230000.0
2171,138000.0
2172,134000.0
2173,117000.0
2174,265000.0
2175,285000.0
2176,275000.0
2177,263000.0
2178,212000.0
2179,143000.0
2180,211000.0
2181,210000.0
2182,205000.0
2183,200141.0
2184,147000.0
2185,145000.0
2186,134000.0
2187,175000.0
2188,149500.0
2189,135000.0
2190,82000.0
2191,82000.0
2192,100000.0
2193,108000.0
2194,95000.0
2195,108500.0
2196,101800.0
2197,100000.0
2198,139400.0
2199,140000.0
2200,114504.0
2201,114504.0
2202,174000.0
2203,176500.0
2204,175000.0
2205,105000.0
2206,147000.0
2207,252000.0
2208,250000.0
2209,170000.0
2210,147000.0
2211,119000.0
2212,109000.0
2213,96500.0
2214,146500.0
2215,105000.0
2216,124500.0
2217,35311.0
2218,101800.0
2219,40000.0
2220,40000.0
2221,392500.0
2222,214000.0
2223,200000.0
2224,230000.0
2225,142953.0
2226,180000.0
2227,190000.0
2228,212000.0
2229,212000.0
2230,167500.0
2231,207500.0
2232,178900.0
2233,165000.0
2234,392000.0
2235,173000.0
2236,306000.0
2237,394617.0
2238,179600.0
2239,147000.0
2240,208300.0
2241,137500.0
2242,129000.0
2243,146500.0
2244,91000.0
2245,91000.0
2246,149350.0
2247,88000.0
2248,125000.0
2249,119500.0
2250,131000.0
2251,145900.0
2252,180500.0
2253,156932.0
2254,181000.0
2255,201000.0
2256,188500.0
2257,200000.0
2258,234000.0
2259,183200.0
2260,160000.0
2261,189000.0
2262,245500.0
2263,354000.0
2264,386250.0
2265,190000.0
2266,277500.0
2267,268000.0
2268,465000.0
2269,173000.0
2270,179400.0
2271,275000.0
2272,190000.0
2273,158000.0
2274,181000.0
2275,164500.0
2276,157000.0
2277,136500.0
2278,167000.0
2279,125000.0
2280,141000.0
2281,181000.0
2282,181000.0
2283,83000.0
2284,113000.0
2285,130000.0
2286,128500.0
2287,318061.0
2288,275000.0
2289,440000.0
2290,386250.0
2291,354000.0
2292,385000.0
2293,386250.0
2294,378500.0
2295,385000.0
2296,403000.0
2297,275500.0
2298,374000.0
2299,424870.0
2300,267000.0
2301,239900.0
2302,221500.0
2303,274900.0
2304,230000.0
2305,196000.0
2306,196000.0
2307,194700.0
2308,209500.0
2309,277500.0
2310,254000.0
2311,171750.0
2312,172785.0
2313,172500.0
2314,155835.0
2315,172500.0
2316,204000.0
2317,169990.0
2318,172500.0
2319,179540.0
2320,199900.0
2321,215000.0
2322,159895.0
2323,184900.0
2324,170000.0
2325,235000.0
2326,180000.0
2327,215000.0
2328,215000.0
2329,181000.0
2330,175000.0
2331,424870.0
2332,378500.0
2333,348000.0
2334,263000.0
2335,258000.0
2336,287000.0
2337,250580.0
2338,225000.0
2339,212000.0
2340,385000.0
2341,235000.0
2342,212000.0
2343,190000.0
2344,225000.0
2345,230000.0
2346,202500.0
2347,197000.0
2348,239900.0
2349,189000.0
2350,275000.0
2351,235000.0
2352,275000.0
2353,240000.0
2354,154500.0
2355,185000.0
2356,153500.0
2357,182000.0
2358,201000.0
2359,105000.0
2360,136500.0
2361,129000.0
2362,250000.0
2363,146800.0
2364,146800.0
2365,213500.0
2366,189000.0
2367,264561.0
2368,172500.0
2369,209500.0
2370,151000.0
2371,168500.0
2372,183000.0
2373,237000.0
2374,287000.0
2375,270000.0
2376,265000.0
2377,278000.0
2378,151500.0
2379,145000.0
2380,137500.0
2381,145000.0
2382,152000.0
2383,214000.0
2384,236000.0
2385,156000.0
2386,136500.0
2387,134000.0
2388,106250.0
2389,110000.0
2390,142500.0
2391,128500.0
2392,115000.0
2393,152000.0
2394,146800.0
2395,145000.0
2396,180500.0
2397,215000.0
2398,147000.0
2399,80000.0
2400,84500.0
2401,117000.0
2402,128000.0
2403,124000.0
2404,117500.0
2405,154000.0
2406,124000.0
2407,126175.0
2408,145000.0
2409,124000.0
2410,127500.0
2411,114500.0
2412,139900.0
2413,155000.0
2414,134500.0
2415,125000.0
2416,140000.0
2417,109000.0
2418,115000.0
2419,152000.0
2420,115000.0
2421,139900.0
2422,163500.0
2423,112000.0
2424,155000.0
2425,189000.0
2426,120000.0
2427,107400.0
2428,175000.0
2429,100000.0
2430,124000.0
2431,110000.0
2432,133700.0
2433,163000.0
2434,154000.0
2435,155000.0
2436,116000.0
2437,129900.0
2438,119750.0
2439,127500.0
2440,134900.0
2441,85000.0
2442,121000.0
2443,110000.0
2444,110000.0
2445,135000.0
2446,145900.0
2447,212000.0
2448,165500.0
2449,98000.0
2450,159000.0
2451,117000.0
2452,167500.0
2453,84900.0
2454,148000.0
2455,104900.0
2456,145000.0
2457,105000.0
2458,105000.0
2459,100000.0
2460,140000.0
2461,158000.0
2462,149000.0
2463,117000.0
2464,133900.0
2465,141000.0
2466,122900.0
2467,129900.0
2468,104900.0
2469,79900.0
2470,214500.0
2471,250000.0
2472,239000.0
2473,64500.0
2474,115000.0
2475,250000.0
2476,110000.0
2477,134500.0
2478,143000.0
2479,111250.0
2480,138000.0
2481,129500.0
2482,123000.0
2483,130000.0
2484,129500.0
2485,125000.0
2486,153000.0
2487,135000.0
2488,145000.0
2489,144000.0
2490,163000.0
2491,109900.0
2492,175500.0
2493,110000.0
2494,168000.0
2495,109900.0
2496,243000.0
2497,136900.0
2498,117000.0
2499,84900.0
2500,124000.0
2501,145000.0
2502,149000.0
2503,64500.0
2504,181000.0
2505,222500.0
2506,293077.0
2507,423000.0
2508,293077.0
2509,212900.0
2510,212000.0
2511,176000.0
2512,225000.0
2513,230000.0
2514,227000.0
2515,169900.0
2516,143750.0
2517,126000.0
2518,84500.0
2519,235000.0
2520,192500.0
2521,188000.0
2522,231500.0
2523,130000.0
2524,125000.0
2525,156000.0
2526,145000.0
2527,133500.0
2528,112500.0
2529,129500.0
2530,84900.0
2531,240000.0
2532,230000.0
2533,185000.0
2534,272000.0
2535,340000.0
2536,215000.0
2537,202500.0
2538,155835.0
2539,184900.0
2540,176432.0
2541,155835.0
2542,167500.0
2543,114500.0
2544,145000.0
2545,110000.0
2546,140000.0
2547,159500.0
2548,142953.0
2549,167500.0
2550,160000.0
2551,148000.0
2552,129000.0
2553,82000.0
2554,125000.0
2555,81000.0
2556,100000.0
2557,120500.0
2558,160000.0
2559,85000.0
2560,114504.0
2561,116900.0
2562,165000.0
2563,165000.0
2564,164000.0
2565,97000.0
2566,175000.0
2567,131000.0
2568,157500.0
2569,157500.0
2570,124000.0
2571,167500.0
2572,189000.0
2573,302000.0
2574,287000.0
2575,134900.0
2576,113000.0
2577,90000.0
2578,115000.0
2579,80500.0
2580,145900.0
2581,144900.0
2582,102000.0
2583,235000.0
2584,137500.0
2585,121500.0
2586,191000.0
2587,189000.0
2588,141000.0
2589,159500.0
2590,280000.0
2591,214500.0
2592,216837.0
2593,245000.0
2594,178000.0
2595,229456.0
2596,394617.0
2597,208900.0
2598,260000.0
2599,374000.0
2600,190000.0
2601,134000.0
2602,83500.0
2603,91000.0
2604,75000.0
2605,83500.0
2606,146000.0
2607,165000.0
2608,168000.0
2609,172000.0
2610,118500.0
2611,185000.0
2612,177500.0
2613,128200.0
2614,128200.0
2615,129000.0
2616,137000.0
2617,170000.0
2618,157500.0
2619,241500.0
2620,165600.0
2621,187500.0
2622,204000.0
2623,281213.0
2624,229000.0
2625,350000.0
2626,173000.0
2627,170000.0
2628,446261.0
2629,625000.0
2630,325000.0
2631,582933.0
2632,438780.0
2633,318061.0
2634,360000.0
2635,159500.0
2636,162900.0
2637,178400.0
2638,242000.0
2639,187000.0
2640,153500.0
2641,120500.0
2642,217000.0
2643,143000.0
2644,122500.0
2645,118000.0
2646,118000.0
2647,118000.0
2648,127500.0
2649,139900.0
2650,130000.0
2651,148500.0
2652,582933.0
2653,256300.0
2654,260000.0
2655,374000.0
2656,325000.0
2657,313000.0
2658,281213.0
2659,354000.0
2660,305000.0
2661,374000.0
2662,326000.0
2663,394617.0
2664,277500.0
2665,315500.0
2666,277500.0
2667,163990.0
2668,155835.0
2669,169990.0
2670,258000.0
2671,155835.0
2672,172500.0
2673,178740.0
2674,165400.0
2675,184900.0
2676,192500.0
2677,186500.0
2678,253000.0
2679,340000.0
2680,267000.0
2681,325000.0
2682,290000.0
2683,485000.0
2684,290000.0
2685,325624.0
2686,266000.0
2687,255500.0
2688,212000.0
2689,220000.0
2690,556581.0
2691,193500.0
2692,140000.0
2693,179900.0
2694,171000.0
2695,183500.0
2696,185900.0
2697,193500.0
2698,204000.0
2699,173900.0
2700,153900.0
2701,143750.0
2702,128500.0
2703,112000.0
2704,156000.0
2705,128500.0
2706,125500.0
2707,132500.0
2708,129500.0
2709,112000.0
2710,108000.0
2711,320000.0
2712,325000.0
2713,187500.0
2714,147400.0
2715,176000.0
2716,148800.0
2717,185000.0
2718,235000.0
2719,140000.0
2720,174000.0
2721,151000.0
2722,152000.0
2723,149000.0
2724,130000.0
2725,136500.0
2726,175000.0
2727,145250.0
2728,158000.0
2729,197500.0
2730,147500.0
2731,119000.0
2732,118000.0
2733,155000.0
2734,217500.0
2735,125000.0
2736,179500.0
2737,114500.0
2738,135000.0
2739,180500.0
2740,169900.0
2741,153000.0
2742,163000.0
2743,153000.0
2744,150000.0
2745,139400.0
2746,134500.0
2747,112000.0
2748,127000.0
2749,134500.0
2750,135000.0
2751,133500.0
2752,215000.0
2753,153500.0
2754,190000.0
2755,127000.0
2756,113000.0
2757,113000.0
2758,68500.0
2759,140000.0
2760,134432.0
2761,171000.0
2762,149350.0
2763,205000.0
2764,155000.0
2765,320000.0
2766,133000.0
2767,93200.0
2768,118000.0
2769,141000.0
2770,184000.0
2771,62383.0
2772,133700.0
2773,90000.0
2774,138000.0
2775,149000.0
2776,140000.0
2777,129900.0
2778,116900.0
2779,118500.0
2780,118400.0
2781,115000.0
2782,106500.0
2783,105000.0
2784,130000.0
2785,107500.0
2786,68500.0
2787,142000.0
2788,82000.0
2789,262500.0
2790,78000.0
2791,128500.0
2792,85000.0
2793,137450.0
2794,105000.0
2795,154900.0
2796,119000.0
2797,200624.0
2798,125000.0
2799,116000.0
2800,83000.0
2801,67000.0
2802,91500.0
2803,150900.0
2804,175000.0
2805,105000.0
2806,117000.0
2807,130000.0
2808,156000.0
2809,151500.0
2810,139000.0
2811,172000.0
2812,159500.0
2813,188000.0
2814,188000.0
2815,119000.0
2816,335000.0
2817,156000.0
2818,144000.0
2819,213490.0
2820,129000.0
2821,126000.0
2822,190000.0
2823,200624.0
2824,186700.0
2825,170000.0
2826,135000.0
2827,136900.0
2828,215000.0
2829,173500.0
2830,223500.0
2831,176000.0
2832,178000.0
2833,272000.0
2834,223500.0
2835,213000.0
2836,179600.0
2837,163500.0
2838,134000.0
2839,182900.0
2840,179600.0
2841,192500.0
2842,231500.0
2843,161750.0
2844,140000.0
2845,127000.0
2846,214900.0
2847,207500.0
2848,202500.0
2849,210000.0
2850,228500.0
2851,277000.0
2852,239000.0
2853,268000.0
2854,142000.0
2855,226000.0
2856,227875.0
2857,196500.0
2858,207000.0
2859,95000.0
2860,80000.0
2861,140000.0
2862,183000.0
2863,116500.0
2864,236000.0
2865,148000.0
2866,133750.0
2867,80000.0
2868,128000.0
2869,137500.0
2870,148000.0
2871,175000.0
2872,60000.0
2873,100000.0
2874,117000.0
2875,131000.0
2876,139400.0
2877,113000.0
2878,219500.0
2879,149000.0
2880,158000.0
2881,97500.0
2882,197500.0
2883,170000.0
2884,241500.0
2885,230000.0
2886,143900.0
2887,118000.0
2888,130000.0
2889,68500.0
2890,79900.0
2891,173000.0
2892,113000.0
2893,118000.0
2894,55000.0
2895,275000.0
2896,275000.0
2897,215000.0
2898,136500.0
2899,265900.0
2900,177500.0
2901,215000.0
2902,156932.0
2903,394617.0
2904,314813.0
2905,185000.0
2906,206300.0
2907,115000.0
2908,130000.0
2909,110000.0
2910,75500.0
2911,83500.0
2912,158000.0
2913,75000.0
2914,75000.0
2915,75000.0
2916,75000.0
2917,180500.0
2918,93500.0
2919,228000.0
